,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WMT,^DJI
2023-01-18,0.0004437177800384884,-0.008926244814713824,-0.01864654092151996,-0.02373356834171203,-0.011078779827358054,-0.02332876920755178,0.006600260342260134,-0.00938173984896451,0.009987061297104916,0.000403888926371776,-0.004222410967295254,0.004755233499921907,-0.03957502328389828,-0.01752844045051416,0.0014956284551803645,-0.01353684545832834,-0.0013547502950160828,-0.01332667105123897,-0.001504705711952825,-0.009246756102665565,-0.035193385445050906,0.01020323621327246,-0.01645388736897191,-0.015028165119223003,-0.021148325410306312,0.002232719033895547,0.017050197060052286,0.00432882652038491,0.002251589281725197,-0.014271383338897325,-0.007580341768240406
2023-01-19,0.019220756918245874,0.004617751385152413,0.03810845093076898,0.03234592303860717,-0.0015935189380961168,0.016113954192329416,0.033057802942810355,0.00688772523078951,0.010614553809092264,0.04440853194969541,0.01484103169353368,-0.025402672432520035,0.013252782755518,0.006827433805018934,0.004124565202324293,0.02814910370110102,-0.00465994284351634,0.00244905575023191,0.006028092308936861,0.01896939973438916,0.01874521189647549,0.0003638935184511194,0.03574351571753409,0.016783171227980898,0.003861927733874948,0.007009456670621805,0.004872451524927657,0.017694243687201183,-0.0014976532331555381,0.01231716595260135,0.010014649963052902
2023-01-20,0.023500480399885282,-0.008623253281523025,0.002776315095798454,0.01583108983824366,0.015525279547059956,0.011973849278275273,0.030545420530499356,0.015391097150192934,-0.0013267304323212326,0.021356774441223525,0.010445691533216062,0.021355071768093703,0.0015238264672989832,0.012027892975659205,0.00467423121001409,0.035934330099673506,-0.0025482591120634668,0.0162126740705153,0.002496572535681807,0.002643589616542874,0.01632825969767393,-0.0005458211977914518,0.0098243515875307,0.013188966804444924,-0.013429507180534594,0.005557500519048686,-0.0018697055121170703,-0.0005795671031474381,-0.009250080964855134,0.014942243548889289,0.007612482261202924
2023-01-23,0.010062972377208768,-0.004866421551068978,-0.012305137300550828,0.008636494592867194,0.009572769896415867,0.019430080224677404,-0.006479757924360174,0.006526394222843956,0.0009408864547135742,0.002933082695985245,0.002756740581451922,-0.0023201065975777535,0.0070051178358498944,0.012080595799452087,-0.0026081712597346707,-0.011562636758710831,0.0,0.008596182807771635,0.00531302114954646,0.0010026893005836701,-0.06214322664267091,-0.012377075574705576,-0.002225964658328805,-0.011380373832001744,0.0054591246764150725,0.03697152554522831,0.011918254596871458,-0.001293492739697255,0.019934284080461273,0.00266412840516983,0.0031044815369478673
2023-01-24,-0.004700613457651048,-0.01216795745267707,0.008928577793566816,0.009270558218802627,0.003302183990709695,0.00322199232165965,0.008459237751050397,0.003555738845583578,-0.009677508295165449,0.020000075098396852,-0.005326448629917047,0.0037322545863511802,-0.0013534944780067004,-0.0012564548663679398,-0.0051593880334775966,-0.007352861797642607,0.007129617272138011,0.004839308104769735,0.0062758851685236205,0.01276155672292667,-0.017999990449643843,0.0006449663280012619,-0.005908092055390446,-7.888316602056022e-05,-0.0007052195514397619,-0.012988272193382944,0.0018308386330294635,0.004511099360839932,-0.0022265225253733645,-0.004754501684173018,0.00029284750368629986
2023-01-25,0.014803304366642234,-0.006470734825652413,0.02099198301215366,-0.005677061413184359,0.0002351093355266176,0.014239262208550096,0.057117196706323536,0.00750312077030868,0.048637481790374304,0.014613320095778759,0.003973029841573217,0.015273177028683138,-0.010874358712705035,0.012967478188107062,-0.04482807559513624,0.013131260201947992,-0.003657650492940312,0.006181607610569184,-0.0019695255405551837,0.006300318275234362,0.005490172779044844,-0.015839315305249735,0.03071351406925804,0.005598455822767745,-0.004021992056927215,0.007182319579065233,-4.072882238581599e-05,-0.0008447688868535863,-0.00148762677736336,-0.0009133115714389239,0.006092084168603407
2023-01-26,0.013684284108123945,-0.004825822184511552,0.03043737760442866,0.10540142700115629,-0.007333227988176039,0.009232380068332269,-0.0034525895485914004,0.003516672419772604,-0.04441129108607855,-0.0014584958061006903,0.014624938076227334,-0.003577758886402549,0.009177529607439894,-0.005827412064856041,-0.0004461706232677942,-0.06414089062367545,-0.003907725087197389,0.0024290856121216287,-0.005262215176423224,-0.008226613867603039,0.014971242461093048,-0.013942248361747955,0.0006451354122065656,0.0,-0.004109068339588573,-0.017437902910389935,-0.013056424156749569,0.029949713982590387,0.009187857865200932,0.007664615227215954,0.0008444320127525273
2023-01-27,-0.020078036391223852,-0.008121391114024212,-0.01652968356145279,0.002031348167415681,-0.0071032817777454405,-0.011491579445081612,0.0013980419797068322,-0.005978063928941624,-0.029256054508600915,-0.01780177829815499,-0.01729695874097892,0.010630443326295591,-0.007736200572281304,-0.01129103944634513,0.006771254579905461,-0.007457324450408698,-0.037032674110885844,-0.008480694767578068,0.0024796506679418684,-0.005762173298102025,-0.023167075473798593,0.006737487037244749,-0.021961604077480934,-0.009095843325850117,0.0031301358922657396,-0.0045029041522195445,-0.0005347734893880185,-0.010110687339523916,0.010088732100555164,-0.008025051581307396,-0.007681078379120354
2023-01-30,0.009020937548347208,0.003219527533638855,0.025658817736008643,0.013147049322124182,0.015882109315284554,-0.035219877900517615,0.019544706185336214,0.009332138926502864,-0.0010333879369052168,0.008365119368820562,0.024158801618113346,0.023359240046104457,0.0315998738386889,0.013120722812166363,-0.004212918238183816,0.011091151578347835,0.00876545799371331,0.005965592595283287,0.011213670481720062,-0.012883469346493759,0.022206520552449982,0.012442351847474997,0.02101269839676223,0.007596728780991491,0.009715741411856715,0.017082511247058063,0.027583866499102605,0.004845078940525882,0.01266746226325588,0.01210002331643345,0.010942498906630682
2023-01-31,0.007900640186105923,-0.02373221083357513,0.019586971068148662,-0.007545722129103427,0.008215962441314506,-0.01090018860097719,0.022920810888324317,-0.002054652463289286,-0.01528553139386557,0.00829572464193995,0.014658795026634142,-0.00027329776792950344,0.01209252424617735,-0.00844208530902646,0.002672000230329319,0.028662450164119502,0.009178719376278677,-0.002643612941424456,0.00016313719158622675,-0.00422596593381297,0.006777774625458921,-0.004003257570018293,0.01993462170988658,0.017042206955293793,0.005688909500216166,-0.030818364740700765,-0.004387110343363365,0.0029972584255224533,0.0028865037950078776,0.005560402228277361,0.00020307067615887853
2023-02-01,0.03706272784550424,0.0004869985842044233,0.07379935352944922,-0.002764809713126204,-0.025192100871289314,-0.018594144515932776,0.01641248668602935,0.015441701569477218,-0.01371394475110832,0.03492088837551055,-0.004483476068059655,0.010281250254688068,0.03566081528598475,0.003192801711000115,0.009623226442028843,0.03852770824873697,0.0037593529970798567,-0.004656434092315753,-0.017120596345740924,-0.011492030899235672,0.03823586415302205,-0.03290339539738907,0.046884384533267154,-0.0033975616681308773,-0.007123498672662376,-0.018787348723754427,-0.05265597940773714,-0.005803364675577738,0.0033583540692252445,-0.007257878845924326,-0.0011445040318301958
2023-02-02,0.02439971012585329,-0.005516630696310365,-0.08431497620839845,0.0330964994976084,-0.01590714574046237,0.011678124552803038,-0.020613850444206272,-0.013990337304874978,0.0026034725488117694,-0.02208282002374906,0.0008339497408100804,0.001299314856000544,-0.02439733330609306,-0.02261543016003187,0.004032779860535962,0.004306044277013088,-0.005617909789614739,0.015474209650582438,-0.007465066230024409,0.003875171263300059,-0.02327702418640809,-0.005026070969489149,-0.023620637358297225,-0.01123507526546752,0.0030950191344865097,0.005557060025893401,0.002527536147644227,0.002483062310613793,-0.0076501526208387904,-0.013298988051829275,-0.003756677853345991
2023-02-03,-0.01792874404422029,-0.005383884132432737,-0.011703250716856073,-0.013306537746878844,0.0038833215527864784,0.01477244113988152,-0.01163466061568319,-0.021797149573050234,0.0011212967382394634,-0.007587333987746803,0.0014999944359204154,0.002297505835687108,-0.006727034068269799,0.0066603349849552185,-0.005550108602680126,-0.042229981552060925,-0.00759368565809837,0.0058827200271778235,0.0056826762702986144,0.013965207012762493,-0.00842624490515309,0.010588637235954934,-0.006115832429928414,-0.014732338669727008,-0.008484766961579404,0.017673526344620827,0.006821689756910443,-0.0029983671383085886,-0.005540775720451974,-0.007268307230340443,-0.0010314264992327127
2023-02-06,0.019244619960321563,0.0006150411022454172,-0.0006850625818668465,0.012579315353943743,0.03844106688309301,-0.007000253023431879,0.013191306755860666,0.00567575926821573,0.026232033111325492,0.016018837823339682,0.006989467254094217,0.009708795979149087,-0.012360615689624432,0.007008381160020338,-0.0024966759055702337,0.012547816308258186,0.0002448518801279054,0.012190074030674625,-0.0016618923792510731,-0.0021648782015860624,0.003433455649440864,0.015860803423559222,0.04202218620936238,-0.003181451746470554,-0.009759543016538363,0.016237341501631253,0.0034509814186480803,0.008193831332887536,-0.017684199320049276,0.002132339815958062,0.007839005101485164
2023-02-07,-0.017652760625637254,-0.01557374649263521,-0.02017429777965274,0.0016788081891256912,-0.005866988913504678,-0.003164385469207831,-0.009633319601989654,-0.018394718903999352,-0.023493513140487976,0.0013437295409857164,-0.011568256142660882,0.0018696997860223608,-0.013560818609326675,-0.01581720911496931,0.0010306301324030098,-0.027882935822498234,0.0012853273551747257,-0.00703104710858371,-0.0058264380843309205,-0.01690736466248255,-0.014114649659768053,0.009084055124358503,-0.00310214911643103,-0.019309041131527427,-0.010355685519539803,-0.008570979654064836,0.013294738957777108,-0.004841744704046191,-0.0007398284705972813,-0.005390664841772641,-0.006080205047670373
2023-02-08,-0.006911523139186415,-0.0008326486228110719,-0.01809100582487666,0.0020669935975954346,-0.007072573802510251,-0.010406937441139852,0.023757632267491724,-0.004897698773821624,-0.009176540571512404,-0.012703482756653783,-0.01220539224762296,-0.0189550928561677,-0.016334723782804206,-0.014835401948198212,-0.0043176050479548644,-0.018059476237590744,-0.01350785330175619,-0.01556355029262868,-0.0016746139929397774,-0.008218387781341652,-0.020130065729394797,0.0007501836602952228,-0.01165980525938437,-0.005939288076704852,-0.010969121624528455,-0.010832995846400517,0.005194281135663781,-0.0017409352588821925,-0.017521967462296284,0.00927103390552153,-0.007338440793621226
2023-02-09,0.002456230321898456,0.01041664871146164,-0.006412838631079665,-0.000668876865983048,0.00424545437597712,0.0056439397770720046,-0.03817806140785762,0.011341742849163783,0.020957077365511223,-0.020840933725321698,0.012525381744328934,0.008940496840366796,0.0031374391336806973,0.006274462884110266,0.013831721122744112,0.0025242715196360788,0.004646846989913911,0.004415208175226892,0.0,0.006752045719159883,0.008412217488892981,0.017335140628690793,-0.0019723695099778116,0.0004091728348338819,0.008828872829957923,0.007498891437328181,0.017540510100706452,-0.00937442460476845,0.005023594955562594,0.015545498228572097,0.005026446103003179
2023-02-10,0.018806799561887466,0.004783557882880984,0.019772567289289666,0.011603842423898003,0.012964415964811904,0.0019381010833714463,0.024247091024147238,0.01269580049891239,-0.005582404486283221,-0.003701542234889388,0.008358438526731016,0.007379896064513725,0.022082388108978668,0.01446584365796788,0.01290556403793297,0.026978492215666172,0.003700282943274402,0.010848121294385615,0.016437455000713808,0.01440430855491659,0.01229365616550293,0.00902638731289751,0.031242658020501413,0.02388938451210576,0.01309142119214557,0.0045515367712702925,0.0022256731383929473,0.007394346296210497,0.007748142935511293,0.015238017210715382,0.011121000289140204
2023-02-13,-0.004224871402759622,-0.0020702157254508524,0.0016073541414833858,-0.0017096102549637449,0.012984016373781326,-0.015273043484807736,-0.006546594563390129,-0.0033431636553554744,0.0076604812033882475,0.0,-0.009283890435379027,-0.005988914861425609,-0.015763540552165223,-0.011653550738589757,-0.009756142925645528,0.0031523538331734713,-0.0043625320595492845,0.0044188586110553985,-0.01666666448486054,0.0015400623122747703,-0.00928170582589305,-0.007393917762729685,0.0031330549633494797,0.008389953299566377,-0.0056401915057873175,-0.018496761202938083,-0.00508736388514075,0.002228232320985901,0.00024798233479184084,-0.0028783994676738756,-0.004574562807304394
2023-02-14,0.013903339895656286,-0.003982813947766561,0.014643999584324163,-0.0019334361910896547,-0.004623458553195792,0.017760609937867766,0.006707498619197727,0.01572326007458824,-0.010538257246232252,0.014675758309129705,0.0,0.006885712070695327,0.007097185591983024,0.0035323018849553467,0.0028674234006682564,0.007332468065680997,-0.016477515463343084,0.004189974289142917,0.0,-0.00018753229281365247,0.005078342325557372,-0.00974804515414307,-0.00799318567604812,0.010142718807635287,-0.002297475372155966,0.005919781960048498,-0.003205894342546811,-0.0020489719239962234,0.0012399092196977435,0.00742314804523958,0.0011376380466130431
2023-02-15,-0.010429444641578356,-0.024367967664247203,-0.02975486385196624,-0.015110496383079375,-0.024052592295883524,-0.008765434069561207,-0.0174752482055317,0.05242530883468732,-0.014436909204284198,-0.03121563150584028,-0.018072223902313334,-0.011059399612989629,0.0017151286528520604,-0.011650410713536008,-0.010263991923093796,-0.022530313023916282,-0.007090317053429107,-0.013769222466057163,-0.0062089839396065605,-0.002738626323216087,-0.008814492163165877,-0.010865398443142715,-0.02662249709707354,-0.024317717652312387,-0.013097311930930777,-0.011661784627137295,-0.007938906535827184,-0.013498056994035501,-0.01337307608160998,-0.01569225999262347,-0.01263474499360806
2023-02-16,-0.007546566116310327,0.0269405191058385,-0.009679109147912035,-0.003596678851056856,-0.002591786599862922,0.005151643529079486,-0.017488505740858473,-0.0043146452484168485,-0.02233290816448219,-0.0057640195427710594,-0.00937281991845651,-0.004592080096483819,-0.010241523097500815,0.010333182544239206,0.000148311256363165,-0.020922136015761872,0.020877053690960157,0.002961522014928386,0.015197436669588837,0.015649224262767714,0.008839260821991157,0.028260108568518794,-0.01560179962848307,0.003698418141048654,0.020927372525896715,0.014694564737824045,0.024068826893957507,-0.010051842827637048,0.009538097751764951,0.015041339116839358,0.003853174339127019
2023-02-17,-0.026679841201668886,-0.00952063147738702,-0.02695468312187932,-0.021545421699391776,-0.029008784292804957,-0.028572502094964092,-0.021493072450201045,-0.02127246756458334,-0.011360152318293126,-0.029747223203071216,-0.022191720129179915,-0.020027181898008894,-0.07060868757463712,-0.023135838501308847,-0.0245149705343084,-0.05613896097982973,-0.014901115379723606,-0.018349236284304737,-0.005322610260219629,-0.0053335013518007734,-0.033100268948546785,-0.004108745479237785,-0.020886527771692198,-0.029958357950164993,-0.0007141129733428953,-0.00269176845422614,-0.015568639889132818,-0.013150848367160517,-0.0253604531410917,0.006077573791717805,-0.020608032696073808
2023-02-21,0.0028959241236885536,-0.008730664440511293,0.012793392483054111,0.007032587648335253,0.0011677220191999016,-0.011715435165062571,0.01076600640379044,-0.0076474091268954325,-0.00403717282421967,-0.004015993496915615,0.0029908565284204602,-0.0006368450836797823,0.002707377491542262,-0.006454525747330853,-0.005618285697937653,-0.0226401503341902,-0.001392431574948838,-0.007663183650016503,0.003009914650101919,0.0003351896936414356,-0.002837512489067273,0.000825153856134353,-0.00459097417509291,-0.009909008171197997,0.004216948448932056,0.004696308355450762,-0.004925502829945527,-0.0027195762438061433,0.002040749524192975,-0.02097331587515472,-0.0025505899831096412
2023-02-22,0.003290666849624646,0.006182168816057931,0.000313172345862478,0.0025184925907792977,0.01151832445202472,0.00025223057827816753,0.004652265985184867,-0.002027984916383896,0.009853239004817604,0.0004917154009675961,0.0031574007064498755,0.007343014252174207,0.010158745304647443,0.002879756220213192,-0.0013744714526686685,0.0054967376005432556,-0.0003168939251664282,0.008010971718126703,0.00183407087883114,-0.006923881004535781,-0.0002753473621551761,0.013099968446877774,0.012961762284402933,0.0005002666601119365,-0.0032027463502622977,-0.0034923089002572016,0.005727218888613939,0.005045023509520075,-0.01909361055104386,-0.014905850850159053,0.0032930856903263805
2023-02-23,-0.01800537093080734,-0.016665190933146334,-0.024212061179431754,-0.005081608924539238,-0.0479508516417293,-0.007480539174080536,-0.011698667701384613,-0.014834293897483475,0.0029642443787205597,-0.014056810962964184,0.01049142436845174,0.0008526614007964284,-0.008853697970213181,-0.015280470296786142,-0.001682045384767017,-0.01835228752626994,-0.011158222075352886,0.009021330131262939,-0.004160393819194308,-0.011620062885046245,-0.01019192177981143,-0.00632972507150209,-0.02178441971828593,-0.016005312820975615,-0.005640885729665146,-0.0007547788712640724,-0.014968814206139158,-0.007145137726857098,0.00545030620068343,0.0026744406717804647,-0.010164360090915925
2023-02-24,0.00824761196929491,0.0033809258085639726,0.0027807715104863906,-0.005451917650687754,0.011657900017850054,0.016132431549597648,0.005795269662828284,0.005156761913518659,0.0025246753429735147,0.0014954423578170672,-0.001751727175519746,0.00461723317380458,-0.002191128990912783,0.0021349677484545637,-0.0006126389618936745,-0.009546559575912217,-0.0021799660934499476,0.008727744507643687,-0.0003342776804854397,0.004171673897393591,0.0043598803120770135,-0.004822980228445739,0.003771807818357731,0.004151136861563209,-0.0008617752885542451,0.0,-0.0020853050015406938,0.003643773699939068,0.0036138762010098358,-0.00722953480465105,0.002199108405867234
2023-02-27,-0.0034478195543615753,-0.011900196199587376,0.005012811540044737,0.003981601662961021,0.005437475313699203,-0.0017917581073356725,0.0028809858399760913,-0.006361660286453352,-0.012590708664844796,-0.008362307634806276,0.003684835321460911,-0.0379723798596413,0.0017904377660846738,-0.005040252557309777,-0.009119600417314855,0.0012049189400162863,-0.015228523352585399,0.008370818123767387,-0.005182274083053162,0.0024691120951998435,-0.004895238394369783,-0.02852962507243262,-0.002958054248357156,0.00219366389308151,-0.011355445146179477,-0.0011331926980899798,-0.015269477741998494,-0.0018607065618084784,-0.001800378843993311,0.004878333850963479,-0.007065887992159237
2023-02-28,-0.014245887087290798,0.019554510535047198,-0.02186145722806776,0.011034995625079702,0.014884643783555696,0.03807128851634367,0.02285924908928605,-0.00165212757597466,0.007961751174074161,-0.010741859194359438,0.014335697525859725,-0.00836308157857013,-0.019390296094529913,0.0073115159043453115,-0.008584629573913038,0.01604485502905373,-0.004501987456748124,-0.005580750358178399,-0.010922503686247476,-0.004509013237577464,0.022925656934789318,0.0038592412551017308,-0.01262936745655907,-0.0017679473027786274,0.0007270590518226872,-0.005780045717933113,-0.0015126152332618492,-0.007183727717001709,-0.01314096063817205,-0.01393080253860901,0.00015741410255709631
2023-03-01,0.00412912104501495,-0.006138980842236963,-0.00043399062951077205,-0.0032403172201914687,0.026937151917038715,0.014115078015252802,0.11496856335834948,0.003930408153391296,0.003146993073222415,0.0038562583861676547,0.007238840490618514,0.008289216653068143,0.007668696178412926,0.00813972032772381,0.005772621620169005,0.03434663962751938,-0.0007867640555212496,-0.010382213747055502,0.014611039105838053,0.01846066387549583,-0.002812795907181753,0.0033755099397785315,0.01965328072851813,0.008433143308169688,0.01648970359656632,-0.004672575135241552,0.005218571870114985,0.0032057126167870376,0.0028719951996407644,0.0024970958440102553,0.010462682763273445
2023-03-02,0.03509003595508586,0.000298051097890939,0.030066258059702422,0.02138701504865015,0.02404076506927111,0.012411841420622682,-0.0008574884774985581,0.015454429112492729,0.014764076156994044,0.022442409859912082,-0.0020533760782788235,0.022887530028311787,0.018531177701765156,0.012188252364971008,0.005506920663116643,0.007633628357779365,0.010298609430321015,0.01835956960747165,-0.0046886933567446,0.005606141202356252,0.012374778178615653,-0.0012149072183942344,0.016646061516481847,0.014256905652193064,0.007289570416181279,0.0021833877989116957,0.0018001956049369383,0.021501002664528812,-0.0039052385696261016,0.0012100484052552929,0.011738076633280858
2023-03-03,0.018539410123620703,0.0012776241470360272,-0.012118034851298809,-0.00016743743787006604,-0.014829633361326588,-0.005209360799245943,-0.014107104470380438,0.002840827286554992,0.007334986642642871,-0.0047458829786799495,-0.020747523806443402,-0.00011205647434708865,-0.0008041638049740563,0.0011177220566116475,0.004242446523269772,-0.015530340991473324,0.009998687796043626,-0.005847181451405836,0.015477850661983705,0.00583479154798372,-0.011953909063685098,0.03948362713427689,0.0061889217445068034,-0.006366799283273106,-0.0042567684127491345,-0.001307144438990826,0.004638942618713449,0.01331719036807355,-0.002874998017760033,-0.00014221583374407487,0.0012120839186493537
2023-03-06,-0.014496486694393407,-0.02717871716492548,-0.0021333007812499583,-0.020886844259612847,-0.01887504735070422,-0.030868568394381235,-0.0026115140871384446,-0.010319622514487259,-0.012878434119200644,-0.015895172691525294,-0.02293835839964886,-0.030723932443270652,-0.02518362197965729,-0.007206613820909702,-0.014901208447061665,-0.01769916443412045,-0.00944968044908101,-0.029407640571132987,-0.005798510595401707,-0.012969278632808168,-0.02583463128756791,0.0015300740393009438,-0.010588906206504656,-0.004826515291097788,-0.019879048764890883,-0.016253066680896877,-0.01435167426820505,-0.015788363910756997,-0.00629096531243567,-0.00995370614046176,-0.017198793846875726
2023-03-07,0.008377224852514686,-0.0012679925054113195,0.003955051898638651,-0.0027949733041329194,-0.0034628762362631793,0.010481817086969158,-0.0020184379783716455,0.004089059998410249,-0.006340272052562046,0.002422844465454821,0.008243728115255866,0.009275363268080428,0.009978764014404451,-0.0002556476521482498,-0.001559365733854623,0.01762634075708358,-0.0073332655584243955,-0.005915419922693177,0.0004998308559691633,-0.006738240146575203,0.0006536373006817975,-0.02687157827776898,-0.001770660699413451,0.0022577966054673215,0.00014548005745940173,-0.01441490624051911,-0.006921442769747932,-0.004391185104535622,-0.010023790213571249,-0.008258538649815184,-0.0017671562409125041
